"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|HU","Actual Total Load [MW] - BZN|HU"
"05.01.2021 11:00 - 05.01.2021 11:15","5684","6026"
"05.01.2021 11:15 - 05.01.2021 11:30","5716","6060"
"05.01.2021 11:30 - 05.01.2021 11:45","5741","6098"
"05.01.2021 11:45 - 05.01.2021 12:00","5725","6112"
"05.01.2021 12:00 - 05.01.2021 12:15","5735","6109"
"05.01.2021 12:15 - 05.01.2021 12:30","5740","6099"
"05.01.2021 12:30 - 05.01.2021 12:45","5761","6098"
"05.01.2021 12:45 - 05.01.2021 13:00","5749","6085"
"05.01.2021 13:00 - 05.01.2021 13:15","5752","6072"
"05.01.2021 13:15 - 05.01.2021 13:30","5723","6051"
"05.01.2021 13:30 - 05.01.2021 13:45","5680","5998"
"05.01.2021 13:45 - 05.01.2021 14:00","5618","5930"
"05.01.2021 14:00 - 05.01.2021 14:15","5653","5986"
"05.01.2021 14:15 - 05.01.2021 14:30","5673","5978"
"05.01.2021 14:30 - 05.01.2021 14:45","5734","6025"
"05.01.2021 14:45 - 05.01.2021 15:00","5732","6027"
"05.01.2021 15:00 - 05.01.2021 15:15","5765","6053"
"05.01.2021 15:15 - 05.01.2021 15:30","5765","6040"
"05.01.2021 15:30 - 05.01.2021 15:45","5807","6065"
"05.01.2021 15:45 - 05.01.2021 16:00","5820","6083"
"05.01.2021 16:00 - 05.01.2021 16:15","5827","6085"
"05.01.2021 16:15 - 05.01.2021 16:30","5930","6176"
"05.01.2021 16:30 - 05.01.2021 16:45","6031","6231"
"05.01.2021 16:45 - 05.01.2021 17:00","6037","6235"
"05.01.2021 17:00 - 05.01.2021 17:15","6012","6235"
"05.01.2021 17:15 - 05.01.2021 17:30","5977","6202"
"05.01.2021 17:30 - 05.01.2021 17:45","5948","6161"
"05.01.2021 17:45 - 05.01.2021 18:00","5906","6102"
"05.01.2021 18:00 - 05.01.2021 18:15","5879","6055"
"05.01.2021 18:15 - 05.01.2021 18:30","5859","6031"
"05.01.2021 18:30 - 05.01.2021 18:45","5857","6040"
"05.01.2021 18:45 - 05.01.2021 19:00","5828","6044"
"05.01.2021 19:00 - 05.01.2021 19:15","5828","5988"
"05.01.2021 19:15 - 05.01.2021 19:30","5816","5935"
"05.01.2021 19:30 - 05.01.2021 19:45","5776","5907"
"05.01.2021 19:45 - 05.01.2021 20:00","5716","5856"
"05.01.2021 20:00 - 05.01.2021 20:15","5647","5774"
"05.01.2021 20:15 - 05.01.2021 20:30","5592","5712"
"05.01.2021 20:30 - 05.01.2021 20:45","5565","5702"
"05.01.2021 20:45 - 05.01.2021 21:00","5500","5642"
"05.01.2021 21:00 - 05.01.2021 21:15","5468","5584"
"05.01.2021 21:15 - 05.01.2021 21:30","5433","5567"
"05.01.2021 21:30 - 05.01.2021 21:45","5332","5496"
"05.01.2021 21:45 - 05.01.2021 22:00","5247","5398"
"05.01.2021 22:00 - 05.01.2021 22:15","5166","5333"
"05.01.2021 22:15 - 05.01.2021 22:30","5105","5328"
"05.01.2021 22:30 - 05.01.2021 22:45","5079","5304"
"05.01.2021 22:45 - 05.01.2021 23:00","5029","5238"
"05.01.2021 23:00 - 05.01.2021 23:15","4972","5168"
"05.01.2021 23:15 - 05.01.2021 23:30","4868","5073"
"05.01.2021 23:30 - 05.01.2021 23:45","4820","5047"
"05.01.2021 23:45 - 06.01.2021 00:00","4761","4997"
"06.01.2021 00:00 - 06.01.2021 00:15","4532","4843"
"06.01.2021 00:15 - 06.01.2021 00:30","4452","4767"
"06.01.2021 00:30 - 06.01.2021 00:45","4376","4720"
"06.01.2021 00:45 - 06.01.2021 01:00","4396","4660"
"06.01.2021 01:00 - 06.01.2021 01:15","4389","4630"
"06.01.2021 01:15 - 06.01.2021 01:30","4315","4568"
"06.01.2021 01:30 - 06.01.2021 01:45","4247","4523"
"06.01.2021 01:45 - 06.01.2021 02:00","4216","4470"
"06.01.2021 02:00 - 06.01.2021 02:15","4126","4405"
"06.01.2021 02:15 - 06.01.2021 02:30","4050","4377"
"06.01.2021 02:30 - 06.01.2021 02:45","3989","4336"
"06.01.2021 02:45 - 06.01.2021 03:00","3936","4297"
"06.01.2021 03:00 - 06.01.2021 03:15","3905","4294"
"06.01.2021 03:15 - 06.01.2021 03:30","3897","4269"
"06.01.2021 03:30 - 06.01.2021 03:45","3893","4271"
"06.01.2021 03:45 - 06.01.2021 04:00","3894","4260"
"06.01.2021 04:00 - 06.01.2021 04:15","3928","4293"
"06.01.2021 04:15 - 06.01.2021 04:30","3972","4348"
"06.01.2021 04:30 - 06.01.2021 04:45","4009","4399"
"06.01.2021 04:45 - 06.01.2021 05:00","4098","4491"
"06.01.2021 05:00 - 06.01.2021 05:15","4222","4589"
"06.01.2021 05:15 - 06.01.2021 05:30","4354","4668"
"06.01.2021 05:30 - 06.01.2021 05:45","4477","4771"
"06.01.2021 05:45 - 06.01.2021 06:00","4634","4887"
"06.01.2021 06:00 - 06.01.2021 06:15","4889","5191"
"06.01.2021 06:15 - 06.01.2021 06:30","5158","5413"
"06.01.2021 06:30 - 06.01.2021 06:45","5314","5556"
"06.01.2021 06:45 - 06.01.2021 07:00","5445","5667"
"06.01.2021 07:00 - 06.01.2021 07:15","5518","5808"
"06.01.2021 07:15 - 06.01.2021 07:30","5497","5847"
"06.01.2021 07:30 - 06.01.2021 07:45","5532","5887"
"06.01.2021 07:45 - 06.01.2021 08:00","5527","5908"
"06.01.2021 08:00 - 06.01.2021 08:15","5546","5955"
"06.01.2021 08:15 - 06.01.2021 08:30","5605","6031"
"06.01.2021 08:30 - 06.01.2021 08:45","5645","6057"
"06.01.2021 08:45 - 06.01.2021 09:00","5696","6086"
"06.01.2021 09:00 - 06.01.2021 09:15","5732","6109"
"06.01.2021 09:15 - 06.01.2021 09:30","5748","6131"
"06.01.2021 09:30 - 06.01.2021 09:45","5763","6163"
"06.01.2021 09:45 - 06.01.2021 10:00","5754","6170"
"06.01.2021 10:00 - 06.01.2021 10:15","5752","6173"
"06.01.2021 10:15 - 06.01.2021 10:30","5778","6207"
"06.01.2021 10:30 - 06.01.2021 10:45","5816","6212"
"06.01.2021 10:45 - 06.01.2021 11:00","5819","6228"
"06.01.2021 11:00 - 06.01.2021 11:15","5828","6232"
"06.01.2021 11:15 - 06.01.2021 11:30","5864","6234"
"06.01.2021 11:30 - 06.01.2021 11:45","5904","6229"
"06.01.2021 11:45 - 06.01.2021 12:00","5915","6224"
"06.01.2021 12:00 - 06.01.2021 12:15","5919","6189"
"06.01.2021 12:15 - 06.01.2021 12:30","5907","6196"
"06.01.2021 12:30 - 06.01.2021 12:45","5909","6201"
"06.01.2021 12:45 - 06.01.2021 13:00","5895","6170"
"06.01.2021 13:00 - 06.01.2021 13:15","5887","6166"
"06.01.2021 13:15 - 06.01.2021 13:30","5864","6132"
"06.01.2021 13:30 - 06.01.2021 13:45","5813","6082"
"06.01.2021 13:45 - 06.01.2021 14:00","5797","6003"
"06.01.2021 14:00 - 06.01.2021 14:15","5778","6049"
"06.01.2021 14:15 - 06.01.2021 14:30","5798","6054"
"06.01.2021 14:30 - 06.01.2021 14:45","5859","6083"
"06.01.2021 14:45 - 06.01.2021 15:00","5857","6072"
"06.01.2021 15:00 - 06.01.2021 15:15","5890","6106"
"06.01.2021 15:15 - 06.01.2021 15:30","5890","6102"
"06.01.2021 15:30 - 06.01.2021 15:45","5932","6122"
"06.01.2021 15:45 - 06.01.2021 16:00","5945","6128"
"06.01.2021 16:00 - 06.01.2021 16:15","5952","6127"
"06.01.2021 16:15 - 06.01.2021 16:30","6055","6182"
"06.01.2021 16:30 - 06.01.2021 16:45","6156","6289"
"06.01.2021 16:45 - 06.01.2021 17:00","6162","6293"
"06.01.2021 17:00 - 06.01.2021 17:15","6137","6291"
"06.01.2021 17:15 - 06.01.2021 17:30","6102","6261"
"06.01.2021 17:30 - 06.01.2021 17:45","6073","6216"
"06.01.2021 17:45 - 06.01.2021 18:00","6031","6180"
"06.01.2021 18:00 - 06.01.2021 18:15","6004","6154"
"06.01.2021 18:15 - 06.01.2021 18:30","5984","6138"
"06.01.2021 18:30 - 06.01.2021 18:45","5982","6132"
"06.01.2021 18:45 - 06.01.2021 19:00","5953","6149"
"06.01.2021 19:00 - 06.01.2021 19:15","5953","6102"
"06.01.2021 19:15 - 06.01.2021 19:30","5941","6030"
"06.01.2021 19:30 - 06.01.2021 19:45","5901","5986"
"06.01.2021 19:45 - 06.01.2021 20:00","5841","5913"
"06.01.2021 20:00 - 06.01.2021 20:15","5772","5839"
"06.01.2021 20:15 - 06.01.2021 20:30","5717","5787"
"06.01.2021 20:30 - 06.01.2021 20:45","5690","5782"
"06.01.2021 20:45 - 06.01.2021 21:00","5625","5707"
"06.01.2021 21:00 - 06.01.2021 21:15","5593","5676"
"06.01.2021 21:15 - 06.01.2021 21:30","5558","5644"
"06.01.2021 21:30 - 06.01.2021 21:45","5457","5556"
"06.01.2021 21:45 - 06.01.2021 22:00","5372","5441"
"06.01.2021 22:00 - 06.01.2021 22:15","5291","5384"
"06.01.2021 22:15 - 06.01.2021 22:30","5230","5370"
"06.01.2021 22:30 - 06.01.2021 22:45","5154","5363"
"06.01.2021 22:45 - 06.01.2021 23:00","5104","5291"
"06.01.2021 23:00 - 06.01.2021 23:15","5047","5218"
"06.01.2021 23:15 - 06.01.2021 23:30","4943","5140"
"06.01.2021 23:30 - 06.01.2021 23:45","4895","5120"
"06.01.2021 23:45 - 07.01.2021 00:00","4836","5049"
"07.01.2021 00:00 - 07.01.2021 00:15","4662","4873"
"07.01.2021 00:15 - 07.01.2021 00:30","4610","4803"
"07.01.2021 00:30 - 07.01.2021 00:45","4562","4748"
"07.01.2021 00:45 - 07.01.2021 01:00","4568","4684"
"07.01.2021 01:00 - 07.01.2021 01:15","4544","4630"
"07.01.2021 01:15 - 07.01.2021 01:30","4451","4589"
"07.01.2021 01:30 - 07.01.2021 01:45","4385","4535"
"07.01.2021 01:45 - 07.01.2021 02:00","4382","4470"
"07.01.2021 02:00 - 07.01.2021 02:15","4313","4420"
"07.01.2021 02:15 - 07.01.2021 02:30","4234","4400"
"07.01.2021 02:30 - 07.01.2021 02:45","4174","4356"
"07.01.2021 02:45 - 07.01.2021 03:00","4137","4326"
"07.01.2021 03:00 - 07.01.2021 03:15","4148","4310"
"07.01.2021 03:15 - 07.01.2021 03:30","4121","4281"
"07.01.2021 03:30 - 07.01.2021 03:45","4118","4300"
"07.01.2021 03:45 - 07.01.2021 04:00","4098","4299"
"07.01.2021 04:00 - 07.01.2021 04:15","4110","4329"
"07.01.2021 04:15 - 07.01.2021 04:30","4164","4371"
"07.01.2021 04:30 - 07.01.2021 04:45","4213","4417"
"07.01.2021 04:45 - 07.01.2021 05:00","4307","4509"
"07.01.2021 05:00 - 07.01.2021 05:15","4405","4640"
"07.01.2021 05:15 - 07.01.2021 05:30","4485","4738"
"07.01.2021 05:30 - 07.01.2021 05:45","4591","4832"
"07.01.2021 05:45 - 07.01.2021 06:00","4710","4932"
"07.01.2021 06:00 - 07.01.2021 06:15","4979","5239"
"07.01.2021 06:15 - 07.01.2021 06:30","5218","5458"
"07.01.2021 06:30 - 07.01.2021 06:45","5374","5614"
"07.01.2021 06:45 - 07.01.2021 07:00","5502","5720"
"07.01.2021 07:00 - 07.01.2021 07:15","5644","5856"
"07.01.2021 07:15 - 07.01.2021 07:30","5682","5857"
"07.01.2021 07:30 - 07.01.2021 07:45","5718","5896"
"07.01.2021 07:45 - 07.01.2021 08:00","5746","5907"
"07.01.2021 08:00 - 07.01.2021 08:15","5797","5919"
"07.01.2021 08:15 - 07.01.2021 08:30","5868","5948"
"07.01.2021 08:30 - 07.01.2021 08:45","5886","5975"
"07.01.2021 08:45 - 07.01.2021 09:00","5910","5967"
"07.01.2021 09:00 - 07.01.2021 09:15","5930","5962"
"07.01.2021 09:15 - 07.01.2021 09:30","5941","5963"
"07.01.2021 09:30 - 07.01.2021 09:45","5990","5955"
"07.01.2021 09:45 - 07.01.2021 10:00","5993","5924"
"07.01.2021 10:00 - 07.01.2021 10:15","5969","5895"
"07.01.2021 10:15 - 07.01.2021 10:30","5978","5894"
"07.01.2021 10:30 - 07.01.2021 10:45","5988","5898"
"07.01.2021 10:45 - 07.01.2021 11:00","5995","5872"
"07.01.2021 11:00 - 07.01.2021 11:15","5991","5892"
"07.01.2021 11:15 - 07.01.2021 11:30","5990","5917"
"07.01.2021 11:30 - 07.01.2021 11:45","5987","5934"
"07.01.2021 11:45 - 07.01.2021 12:00","5980","5950"
"07.01.2021 12:00 - 07.01.2021 12:15","5953","5951"
"07.01.2021 12:15 - 07.01.2021 12:30","5983","5961"
"07.01.2021 12:30 - 07.01.2021 12:45","6012","5981"
"07.01.2021 12:45 - 07.01.2021 13:00","5965","5971"
"07.01.2021 13:00 - 07.01.2021 13:15","5940","5971"
"07.01.2021 13:15 - 07.01.2021 13:30","5919","5938"
"07.01.2021 13:30 - 07.01.2021 13:45","5888","5874"
"07.01.2021 13:45 - 07.01.2021 14:00","5872","5811"
"07.01.2021 14:00 - 07.01.2021 14:15","5853","5852"
"07.01.2021 14:15 - 07.01.2021 14:30","5873","5874"
"07.01.2021 14:30 - 07.01.2021 14:45","5934","5923"
"07.01.2021 14:45 - 07.01.2021 15:00","5932","5936"
"07.01.2021 15:00 - 07.01.2021 15:15","5965","5971"
"07.01.2021 15:15 - 07.01.2021 15:30","5965","5984"
"07.01.2021 15:30 - 07.01.2021 15:45","6007","6024"
"07.01.2021 15:45 - 07.01.2021 16:00","6020","6039"
"07.01.2021 16:00 - 07.01.2021 16:15","6052","6068"
"07.01.2021 16:15 - 07.01.2021 16:30","6155","6155"
"07.01.2021 16:30 - 07.01.2021 16:45","6256","6280"
"07.01.2021 16:45 - 07.01.2021 17:00","6262","6320"
"07.01.2021 17:00 - 07.01.2021 17:15","6237","6325"
"07.01.2021 17:15 - 07.01.2021 17:30","6202","6290"
"07.01.2021 17:30 - 07.01.2021 17:45","6173","6255"
"07.01.2021 17:45 - 07.01.2021 18:00","6106","6222"
"07.01.2021 18:00 - 07.01.2021 18:15","6079","6174"
"07.01.2021 18:15 - 07.01.2021 18:30","6059","6158"
"07.01.2021 18:30 - 07.01.2021 18:45","6057","6180"
"07.01.2021 18:45 - 07.01.2021 19:00","6028","6191"
"07.01.2021 19:00 - 07.01.2021 19:15","6028","6146"
"07.01.2021 19:15 - 07.01.2021 19:30","6016","6077"
"07.01.2021 19:30 - 07.01.2021 19:45","5976","6030"
"07.01.2021 19:45 - 07.01.2021 20:00","5916","5984"
"07.01.2021 20:00 - 07.01.2021 20:15","5847","5922"
"07.01.2021 20:15 - 07.01.2021 20:30","5792","5876"
"07.01.2021 20:30 - 07.01.2021 20:45","5765","5852"
"07.01.2021 20:45 - 07.01.2021 21:00","5700","5769"
"07.01.2021 21:00 - 07.01.2021 21:15","5668","5727"
"07.01.2021 21:15 - 07.01.2021 21:30","5633","5687"
"07.01.2021 21:30 - 07.01.2021 21:45","5532","5605"
"07.01.2021 21:45 - 07.01.2021 22:00","5447","5521"
"07.01.2021 22:00 - 07.01.2021 22:15","5366","5458"
"07.01.2021 22:15 - 07.01.2021 22:30","5305","5457"
"07.01.2021 22:30 - 07.01.2021 22:45","5229","5429"
"07.01.2021 22:45 - 07.01.2021 23:00","5179","5351"
"07.01.2021 23:00 - 07.01.2021 23:15","5122","5259"
"07.01.2021 23:15 - 07.01.2021 23:30","5018","5179"
"07.01.2021 23:30 - 07.01.2021 23:45","4970","5163"
"07.01.2021 23:45 - 08.01.2021 00:00","4886","5108"
"08.01.2021 00:00 - 08.01.2021 00:15","4759","4967"
"08.01.2021 00:15 - 08.01.2021 00:30","4656","4887"
"08.01.2021 00:30 - 08.01.2021 00:45","4553","4846"
"08.01.2021 00:45 - 08.01.2021 01:00","4488","4749"
"08.01.2021 01:00 - 08.01.2021 01:15","4466","4706"
"08.01.2021 01:15 - 08.01.2021 01:30","4374","4662"
"08.01.2021 01:30 - 08.01.2021 01:45","4359","4632"
"08.01.2021 01:45 - 08.01.2021 02:00","4361","4559"
"08.01.2021 02:00 - 08.01.2021 02:15","4270","4518"
"08.01.2021 02:15 - 08.01.2021 02:30","4230","4482"
"08.01.2021 02:30 - 08.01.2021 02:45","4196","4451"
"08.01.2021 02:45 - 08.01.2021 03:00","4184","4421"
"08.01.2021 03:00 - 08.01.2021 03:15","4142","4396"
"08.01.2021 03:15 - 08.01.2021 03:30","4088","4389"
"08.01.2021 03:30 - 08.01.2021 03:45","4067","4386"
"08.01.2021 03:45 - 08.01.2021 04:00","4059","4386"
"08.01.2021 04:00 - 08.01.2021 04:15","4104","4417"
"08.01.2021 04:15 - 08.01.2021 04:30","4149","4471"
"08.01.2021 04:30 - 08.01.2021 04:45","4177","4529"
"08.01.2021 04:45 - 08.01.2021 05:00","4211","4613"
"08.01.2021 05:00 - 08.01.2021 05:15","4309","4719"
"08.01.2021 05:15 - 08.01.2021 05:30","4409","4824"
"08.01.2021 05:30 - 08.01.2021 05:45","4528","4895"
"08.01.2021 05:45 - 08.01.2021 06:00","4667","5002"
"08.01.2021 06:00 - 08.01.2021 06:15","4923","5321"
"08.01.2021 06:15 - 08.01.2021 06:30","5178","5516"
"08.01.2021 06:30 - 08.01.2021 06:45","5336","5662"
"08.01.2021 06:45 - 08.01.2021 07:00","5428","5774"
"08.01.2021 07:00 - 08.01.2021 07:15","5503","5912"
"08.01.2021 07:15 - 08.01.2021 07:30","5565","5945"
"08.01.2021 07:30 - 08.01.2021 07:45","5619","5993"
"08.01.2021 07:45 - 08.01.2021 08:00","5651","6008"
"08.01.2021 08:00 - 08.01.2021 08:15","5680","6051"
"08.01.2021 08:15 - 08.01.2021 08:30","5713","6114"
"08.01.2021 08:30 - 08.01.2021 08:45","5751","6155"
"08.01.2021 08:45 - 08.01.2021 09:00","5740","6181"
"08.01.2021 09:00 - 08.01.2021 09:15","5770","6223"
"08.01.2021 09:15 - 08.01.2021 09:30","5783","6244"
"08.01.2021 09:30 - 08.01.2021 09:45","5806","6247"
"08.01.2021 09:45 - 08.01.2021 10:00","5796","6261"
"08.01.2021 10:00 - 08.01.2021 10:15","5806","6279"
"08.01.2021 10:15 - 08.01.2021 10:30","5808","6321"
"08.01.2021 10:30 - 08.01.2021 10:45","5804","6345"
"08.01.2021 10:45 - 08.01.2021 11:00","5800","6338"
"08.01.2021 11:00 - 08.01.2021 11:15","5813","6333"
"08.01.2021 11:15 - 08.01.2021 11:30","5814","6365"
"08.01.2021 11:30 - 08.01.2021 11:45","5793","6391"
"08.01.2021 11:45 - 08.01.2021 12:00","5805","6404"
"08.01.2021 12:00 - 08.01.2021 12:15","5796","6387"
"08.01.2021 12:15 - 08.01.2021 12:30","5791","6378"
"08.01.2021 12:30 - 08.01.2021 12:45","5785","6368"
"08.01.2021 12:45 - 08.01.2021 13:00","5750","6323"
"08.01.2021 13:00 - 08.01.2021 13:15","5721","6285"
"08.01.2021 13:15 - 08.01.2021 13:30","5686","6233"
"08.01.2021 13:30 - 08.01.2021 13:45","5664","6181"
"08.01.2021 13:45 - 08.01.2021 14:00","5617","6105"
"08.01.2021 14:00 - 08.01.2021 14:15","5660","6128"
"08.01.2021 14:15 - 08.01.2021 14:30","5642","6124"
"08.01.2021 14:30 - 08.01.2021 14:45","5666","6153"
"08.01.2021 14:45 - 08.01.2021 15:00","5668","6119"
"08.01.2021 15:00 - 08.01.2021 15:15","5682","6125"
"08.01.2021 15:15 - 08.01.2021 15:30","5680","6107"
"08.01.2021 15:30 - 08.01.2021 15:45","5700","6140"
"08.01.2021 15:45 - 08.01.2021 16:00","5725","6174"
"08.01.2021 16:00 - 08.01.2021 16:15","5717","6198"
"08.01.2021 16:15 - 08.01.2021 16:30","5824","6248"
"08.01.2021 16:30 - 08.01.2021 16:45","5979","6341"
"08.01.2021 16:45 - 08.01.2021 17:00","5998","6345"
"08.01.2021 17:00 - 08.01.2021 17:15","5973","6333"
"08.01.2021 17:15 - 08.01.2021 17:30","5944","6291"
"08.01.2021 17:30 - 08.01.2021 17:45","5926","6243"
"08.01.2021 17:45 - 08.01.2021 18:00","5899","6210"
"08.01.2021 18:00 - 08.01.2021 18:15","5854","6166"
"08.01.2021 18:15 - 08.01.2021 18:30","5826","6143"
"08.01.2021 18:30 - 08.01.2021 18:45","5820","6149"
"08.01.2021 18:45 - 08.01.2021 19:00","5792","6138"
"08.01.2021 19:00 - 08.01.2021 19:15","5771","6101"
"08.01.2021 19:15 - 08.01.2021 19:30","5746","6026"
"08.01.2021 19:30 - 08.01.2021 19:45","5709","5981"
"08.01.2021 19:45 - 08.01.2021 20:00","5655","5947"
"08.01.2021 20:00 - 08.01.2021 20:15","5583","5888"
"08.01.2021 20:15 - 08.01.2021 20:30","5532","5837"
"08.01.2021 20:30 - 08.01.2021 20:45","5507","5825"
"08.01.2021 20:45 - 08.01.2021 21:00","5469","5746"
"08.01.2021 21:00 - 08.01.2021 21:15","5433","5712"
"08.01.2021 21:15 - 08.01.2021 21:30","5389","5668"
"08.01.2021 21:30 - 08.01.2021 21:45","5317","5587"
"08.01.2021 21:45 - 08.01.2021 22:00","5232","5511"
"08.01.2021 22:00 - 08.01.2021 22:15","5176","5447"
"08.01.2021 22:15 - 08.01.2021 22:30","5147","5434"
"08.01.2021 22:30 - 08.01.2021 22:45","5121","5410"
"08.01.2021 22:45 - 08.01.2021 23:00","5071","5332"
"08.01.2021 23:00 - 08.01.2021 23:15","5020","5274"
"08.01.2021 23:15 - 08.01.2021 23:30","4917","5182"
"08.01.2021 23:30 - 08.01.2021 23:45","4862","5166"
"08.01.2021 23:45 - 09.01.2021 00:00","4777","5100"
"09.01.2021 00:00 - 09.01.2021 00:15","4769","4957"
"09.01.2021 00:15 - 09.01.2021 00:30","4679","4885"
"09.01.2021 00:30 - 09.01.2021 00:45","4644","4841"
"09.01.2021 00:45 - 09.01.2021 01:00","4558","4762"
"09.01.2021 01:00 - 09.01.2021 01:15","4514","4724"
"09.01.2021 01:15 - 09.01.2021 01:30","4458","4687"
"09.01.2021 01:30 - 09.01.2021 01:45","4411","4649"
"09.01.2021 01:45 - 09.01.2021 02:00","4373","4571"
"09.01.2021 02:00 - 09.01.2021 02:15","4363","4524"
"09.01.2021 02:15 - 09.01.2021 02:30","4345","4485"
"09.01.2021 02:30 - 09.01.2021 02:45","4280","4428"
"09.01.2021 02:45 - 09.01.2021 03:00","4252","4388"
"09.01.2021 03:00 - 09.01.2021 03:15","4226","4380"
"09.01.2021 03:15 - 09.01.2021 03:30","4179","4346"
"09.01.2021 03:30 - 09.01.2021 03:45","4176","4329"
"09.01.2021 03:45 - 09.01.2021 04:00","4140","4322"
"09.01.2021 04:00 - 09.01.2021 04:15","4156","4338"
"09.01.2021 04:15 - 09.01.2021 04:30","4198","4363"
"09.01.2021 04:30 - 09.01.2021 04:45","4199","4380"
"09.01.2021 04:45 - 09.01.2021 05:00","4209","4421"
"09.01.2021 05:00 - 09.01.2021 05:15","4220","4452"
"09.01.2021 05:15 - 09.01.2021 05:30","4265","4464"
"09.01.2021 05:30 - 09.01.2021 05:45","4297","4492"
"09.01.2021 05:45 - 09.01.2021 06:00","4286","4498"
"09.01.2021 06:00 - 09.01.2021 06:15","4436","4630"
"09.01.2021 06:15 - 09.01.2021 06:30","4538","4722"
"09.01.2021 06:30 - 09.01.2021 06:45","4662","4808"
"09.01.2021 06:45 - 09.01.2021 07:00","4671","4896"
"09.01.2021 07:00 - 09.01.2021 07:15","4724","5016"
"09.01.2021 07:15 - 09.01.2021 07:30","4768","5032"
"09.01.2021 07:30 - 09.01.2021 07:45","4878","5118"
"09.01.2021 07:45 - 09.01.2021 08:00","4931","5185"
"09.01.2021 08:00 - 09.01.2021 08:15","4985","5246"
"09.01.2021 08:15 - 09.01.2021 08:30","5041","5307"
"09.01.2021 08:30 - 09.01.2021 08:45","5098","5354"
"09.01.2021 08:45 - 09.01.2021 09:00","5140","5394"
"09.01.2021 09:00 - 09.01.2021 09:15","5164","5454"
"09.01.2021 09:15 - 09.01.2021 09:30","5179","5484"
"09.01.2021 09:30 - 09.01.2021 09:45","5172","5503"
"09.01.2021 09:45 - 09.01.2021 10:00","5172","5508"
"09.01.2021 10:00 - 09.01.2021 10:15","5157","5516"
"09.01.2021 10:15 - 09.01.2021 10:30","5131","5547"
"09.01.2021 10:30 - 09.01.2021 10:45","5085","5546"
"09.01.2021 10:45 - 09.01.2021 11:00","5074","5542"
"09.01.2021 11:00 - 09.01.2021 11:15","5103","5562"
"09.01.2021 11:15 - 09.01.2021 11:30","5114","5586"
"09.01.2021 11:30 - 09.01.2021 11:45","5114","5580"
"09.01.2021 11:45 - 09.01.2021 12:00","5137","5601"
"09.01.2021 12:00 - 09.01.2021 12:15","5111","5586"
"09.01.2021 12:15 - 09.01.2021 12:30","5109","5571"
"09.01.2021 12:30 - 09.01.2021 12:45","5097","5551"
"09.01.2021 12:45 - 09.01.2021 13:00","5111","5525"
"09.01.2021 13:00 - 09.01.2021 13:15","5102","5489"
"09.01.2021 13:15 - 09.01.2021 13:30","5095","5464"
"09.01.2021 13:30 - 09.01.2021 13:45","5052","5431"
"09.01.2021 13:45 - 09.01.2021 14:00","4982","5357"
"09.01.2021 14:00 - 09.01.2021 14:15","5030","5378"
"09.01.2021 14:15 - 09.01.2021 14:30","5053","5384"
"09.01.2021 14:30 - 09.01.2021 14:45","5073","5388"
"09.01.2021 14:45 - 09.01.2021 15:00","5071","5397"
"09.01.2021 15:00 - 09.01.2021 15:15","5121","5413"
"09.01.2021 15:15 - 09.01.2021 15:30","5146","5430"
"09.01.2021 15:30 - 09.01.2021 15:45","5190","5460"
"09.01.2021 15:45 - 09.01.2021 16:00","5222","5504"
"09.01.2021 16:00 - 09.01.2021 16:15","5363","5579"
"09.01.2021 16:15 - 09.01.2021 16:30","5498","5644"
"09.01.2021 16:30 - 09.01.2021 16:45","5540","5774"
"09.01.2021 16:45 - 09.01.2021 17:00","5529","5821"
"09.01.2021 17:00 - 09.01.2021 17:15","5547","5822"
"09.01.2021 17:15 - 09.01.2021 17:30","5495","5787"
"09.01.2021 17:30 - 09.01.2021 17:45","5450","5753"
"09.01.2021 17:45 - 09.01.2021 18:00","5422","5726"
"09.01.2021 18:00 - 09.01.2021 18:15","5362","5703"
"09.01.2021 18:15 - 09.01.2021 18:30","5354","5687"
"09.01.2021 18:30 - 09.01.2021 18:45","5350","5686"
"09.01.2021 18:45 - 09.01.2021 19:00","5344","5685"
"09.01.2021 19:00 - 09.01.2021 19:15","5308","5664"
"09.01.2021 19:15 - 09.01.2021 19:30","5265","5635"
"09.01.2021 19:30 - 09.01.2021 19:45","5271","5598"
"09.01.2021 19:45 - 09.01.2021 20:00","5263","5571"
"09.01.2021 20:00 - 09.01.2021 20:15","5228","5535"
"09.01.2021 20:15 - 09.01.2021 20:30","5178","5512"
"09.01.2021 20:30 - 09.01.2021 20:45","5131","5482"
"09.01.2021 20:45 - 09.01.2021 21:00","5055","5425"
"09.01.2021 21:00 - 09.01.2021 21:15","5020","5367"
"09.01.2021 21:15 - 09.01.2021 21:30","4987","5338"
"09.01.2021 21:30 - 09.01.2021 21:45","4895","5236"
"09.01.2021 21:45 - 09.01.2021 22:00","4800","5151"
"09.01.2021 22:00 - 09.01.2021 22:15","4742","5085"
"09.01.2021 22:15 - 09.01.2021 22:30","4663","5039"
"09.01.2021 22:30 - 09.01.2021 22:45","4607","4993"
"09.01.2021 22:45 - 09.01.2021 23:00","4548","4921"
"09.01.2021 23:00 - 09.01.2021 23:15","4489","4845"
"09.01.2021 23:15 - 09.01.2021 23:30","4406","4754"
"09.01.2021 23:30 - 09.01.2021 23:45","4390","4732"
